artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_genre,song_description
Nucleya;Benny Dayal;Badshah,Kapoor & Sons (Since 1921) (Original Motion Picture Soundtrack),Let's Nacho,54,215075,False,1.0095498047901394,1.215035713931942,0.8967287893552427,-0.49703169365707023,-0.6745645409104255,-0.4327215867318994,-0.743019717502269,1.565741619530311,0.26336858695131826,indie,"A high-energy, slow-paced indie song with a happy mood."
American Authors,"Oh, What A Life",Best Day Of My Life,79,194240,False,0.6119516759009637,1.0361299085402127,1.1665457523466938,-0.4733870831778666,-0.7692954437331856,-0.5032681255281222,-0.8286391893149184,0.24660213122864388,-0.738394085767535,indie,"A high-energy, slow-paced indie song with a sad mood."
Ritt Momney,Put Your Records On,Put Your Records On,77,210463,False,-0.9669162562096778,-0.5978764473709177,-0.5008713822489643,-0.2917964746975828,-0.7777159684285418,-0.5012394037420599,-0.5439413137170289,-1.2461083423758745,-1.0368113502656489,indie,"A calm, slow-paced indie song with a sad mood."
Udbhav,Nanku Sharma,Kaafizyada,51,164307,True,0.8309187613761616,-0.7012442460416947,-0.4008581675218457,-0.48757384946538873,1.4437988860213882,-0.46696434299346,-0.002910295514397316,0.23117359920172378,-0.037750644730380215,indie,"A calm, slow-paced indie song with a sad mood."
Suki Waterhouse,Good Looking,Good Looking,80,214800,False,-1.0936866741163718,-0.3315055815654534,-0.16245688629358512,-0.5178389508787694,-0.7097503048160221,-0.5030096896318085,-0.4651503887360631,-0.798680913595192,0.928119229352214,indie,"A calm, slow-paced indie song with a sad mood."
Labrinth,Euphoria (Original Score from the HBO Series),When I R.I.P.,75,174567,True,-0.8631950051951104,-0.359335373515278,0.35848669737450745,0.8450363971425268,1.248322419879185,-0.49875195824004087,-0.6453189705258715,-0.11596837140397825,-1.1519618529537203,indie,"A calm, slow-paced indie song with a sad mood."
JVKE,this is what ____ feels like (Vol. 1-4),this is what falling in love feels like,73,120308,False,-0.8343835465799526,-0.8006363601482112,0.5426064525182684,-0.28612176818257395,0.9084941018165856,-0.5041145030885494,-0.6820880688503221,-0.5479672681577407,0.22637498686989516,indie,"A calm, slow-paced indie song with a sad mood."
Wallows;Clairo,Nothing Happens,Are You Bored Yet? (feat. Clairo),80,178000,False,0.6638123014082475,0.16545498896712882,0.36087269852107895,-0.5291883639087871,-0.47788514266888577,-0.5040395566786184,0.31225340440946586,0.640029697915106,-0.07087476094395387,indie,"A calm, slow-paced indie song with a happy mood."
M.I.A.,Matangi,Bad Girls,76,227520,False,0.41603375731789116,1.0758867541828194,1.1210128971329558,-0.2189710744216357,-0.9438108180444477,-0.5041145030885494,-0.6122267820338658,-0.5055388050837104,0.7105274770247831,indie,"A high-energy, slow-paced indie song with a sad mood."
Abdul Hannan,Haaray,Haaray,57,184000,False,0.8597302199913194,-1.39698904478731,-0.7633315083718201,-0.4866280650462206,0.9596187160383927,-0.5038786803331632,-0.6032971438693564,-0.7446810515009716,-1.071736777934945,indie,"A calm, slow-paced indie song with a sad mood."
Two Feet,A 20 Something Fuck,I Feel Like I'm Drowning,78,185520,False,0.8654925117143508,-0.2559675748445013,0.5612967948330779,-0.3362483423984856,1.1821611544156698,-0.4902881826357683,-0.649521153191523,-0.9221091698105528,-0.5744413856771893,indie,"A calm, slow-paced indie song with a sad mood."
Nucleya;Avneet Khurmi,Bass Rani,Laung Gawacha,52,213913,False,0.03572250359780935,1.0281785394116914,0.6768190170129105,-0.4525798259561674,-0.9320521567734322,-0.47400672116800746,-0.6216816930315817,-0.22782522859914897,-1.0060556250401558,indie,"A high-energy, slow-paced indie song with a sad mood."
Tom Walker,Just You and I,Just You and I,62,174982,False,0.001148753259620096,0.21713888830251699,0.5652734634106968,2.0461826094860704,0.4243139318335903,-0.5041145030885494,-0.5281831287208357,0.26974492926902405,-1.0036205188129743,indie,"A calm, slow-paced indie song with a sad mood."
Ritviz;Nucleya,Baaraat,Sathi,52,216219,False,0.10487000427418787,-0.06513471575998953,0.622139824070649,-0.07710341154641402,-0.8135031983838068,-0.5041145030885494,-0.9242388449584903,0.7403151560900867,1.398294876915473,indie,"A calm, slow-paced indie song with a happy mood."
G-Eazy;Kehlani,Good Life (with G-Eazy & Kehlani),Good Life (with G-Eazy & Kehlani),63,225520,False,0.02996021187477781,0.5431450225718912,0.6066308166179347,1.4030492044517322,-0.9278418944257539,-0.5041145030885494,-0.8260128251488862,0.2543163972421039,1.5319588584540313,indie,"A calm, slow-paced indie song with a sad mood."
Hasan Raheem;Justin Bibis;Talal Qureshi,Peechay Hutt,Peechay Hutt,58,225892,False,1.8854181466909332,-0.5263141252142258,-0.26465726873839396,-0.11777214157064422,-0.6222369945892819,-0.5034910264886927,-0.4704031170681275,0.44331591457187475,-0.27138741206156636,indie,"A calm, slow-paced indie song with a sad mood."
When Chai Met Toast,Joy of Little Things,Firefly,50,218000,False,-0.1947691653234517,0.7419292507849238,0.5420099522316255,-0.46676659224368955,-0.4628484914271778,-0.496296817225061,-0.8128810043187253,-0.3203964207606694,-1.4077147220468391,indie,"A high-energy, slow-paced indie song with a sad mood."
Foster The People,Torches,Pumped Up Kicks,84,239600,False,0.9576891792828556,0.27279847220216624,0.47917858870524493,-0.5244594418129463,-0.5109657754006433,-0.132612902137656,-0.619580601698756,1.893597925102363,0.19438502972103622,indie,"A calm, slow-paced indie song with a happy mood."
Måneskin,THE LONELIEST,THE LONELIEST,85,247067,False,-0.2754412494458933,-0.18440525268780936,0.6477893363962917,-0.5329715015854597,-0.9424875927351775,-0.5041145030885494,-0.7214835313408051,-0.9143949037970928,0.25479567872685854,indie,"A calm, slow-paced indie song with a sad mood."
Adarsh Rao,Kaari,Kaari,51,157777,False,0.9115908454986033,-0.7131712997344767,-0.7012954785609631,-0.41001952709360084,-0.2523353740432667,-0.44273597771405404,-0.7146549845091212,0.8868862103458272,-0.47240042747243527,indie,"A calm, slow-paced indie song with a happy mood."
Bhuvan Bam,Ajnabee,Ajnabee,49,181179,False,0.12791917116631404,0.01835466008948436,0.020271034848009267,-0.5291883639087871,0.6197903979757934,-0.4788523942238887,0.9005589776006768,-0.49782453907025054,-1.1057615498763802,indie,"A calm, slow-paced indie song with a sad mood."
Tai Verdes,TV,A-O-K,77,173640,True,0.9461645958367925,-0.061159031195728866,0.2664268198026271,-0.039272034779688214,-0.5711123803674749,-0.5041145030885494,-0.16049214547632884,1.4963132254091707,-1.3229530107692058,indie,"A calm, slow-paced indie song with a happy mood."
Omar Mukhtar,Ram Pam Para,Jia,52,244717,False,0.05300937876690398,-1.2141075548313196,-0.4772102042121311,-0.5603992497413358,1.6001800589351507,-0.5041145030885494,-0.45464493207193435,-0.4515389429894902,-0.8052761129661395,indie,"A calm, slow-paced indie song with a sad mood."
Halsey,BADLANDS (Deluxe),Gasoline,72,199593,True,0.9461645958367925,-0.2440405211517193,0.18510394739031788,-0.42326050896195494,-0.27639401602999947,-0.5041145030885494,-0.4441394754078056,-0.598109997245231,-0.07174205905226483,indie,"A calm, slow-paced indie song with a sad mood."
Osho Jain;Melissa Srivastava,"Uljhe Hue (From ""Uljhe Hue"")","Uljhe Hue - From ""Uljhe Hue""",51,112750,False,-0.20053145704648326,-2.06092836701884,-0.4310808487117502,-0.4733870831778666,1.7836272040839873,-0.5041145030885494,-0.7388175348366174,-0.8411093766692224,-1.5203967608881792,indie,"A calm, slow-paced indie song with a sad mood."
Zeph,scared of everything,could you love me while i hate myself,69,60333,False,0.6522877179621844,-0.9358096353330735,-0.6072472667002733,-0.40907374267443275,1.4047035927929474,-0.5035007178348044,-0.5439413137170289,0.29674486031613423,-0.07494439052910587,indie,"A calm, slow-paced indie song with a sad mood."
Sajjan Raj Vaidya,Sasto Mutu,Sasto Mutu,54,264695,False,-0.2581543742767987,-0.41101927285066664,-0.22846958468206074,-0.5405377769388049,1.1731391636706452,-0.5040934405629998,0.6536807459936509,-0.40525334690872994,1.1294324633390367,indie,"A calm, slow-paced indie song with a sad mood."
Seedhe Maut;MC STAN,Nanchaku,Nanchaku,50,193116,True,1.4186725171253782,0.08991698224617627,-0.10618702592027564,2.2069659607446552,-0.519987766145668,-0.5041145030885494,-0.21301942879697272,-0.13139690343089835,0.5989462396286072,indie,"A calm, slow-paced indie song with a sad mood."
Sushant KC,Risaune Bhaye,Risaune Bhaye,53,196800,False,-1.0303014651630247,-0.5223384406499652,-0.7800335163978199,-0.23883254722416672,1.2844103828592839,-0.5039949764865043,-0.5491940420490933,0.43560164855841466,0.9289198122214243,indie,"A calm, slow-paced indie song with a sad mood."
Twin Strings,Doorie,Doorie,50,233826,False,-0.8574327134720788,-1.3850619910945279,-0.5812000875168686,-0.5310799327471234,1.4949235002431953,-0.5036913143083358,-0.5649522270452865,-1.315536736497015,0.520355687967803,indie,"A calm, slow-paced indie song with a sad mood."
Sajjan Raj Vaidya,Naganya Maya,Naganya Maya,53,313411,False,-1.641104387804368,-1.5162595817151296,-0.813039865592058,-0.5216220885554419,1.6543120034052994,-0.5017142797015363,-0.48090857373225626,-1.0378231600124537,1.6346669690497935,indie,"A calm, slow-paced indie song with a sad mood."
Nikhil D'Souza;Monali Thakur,Anjaana Anjaani,Anjaana Anjaani Ki Kahani,51,285051,False,0.6638123014082475,1.3064764589099374,0.5819754714366968,-0.3665134438118662,-0.9292553396424744,0.0482922252819095,-0.8864192009676267,1.8704551270619827,0.5272607152147409,indie,"A high-energy, slow-paced indie song with a happy mood."
Sajjan Raj Vaidya,Chitthi Bhitra,Chitthi Bhitra,54,302560,False,-0.14867083153919938,-1.5878219038718215,-1.5847124030790298,-0.4648750234053533,1.6573193336536405,-0.3551908178378,-0.5386885853849644,0.27360206227575407,1.3944921082867243,indie,"A calm, slow-paced indie song with a sad mood."
Gracie Abrams,minor,"I miss you, I’m sorry",73,167538,False,-0.7018508369502272,-0.7410010916843013,0.368627202247436,-0.2568024511883614,1.2513297501275265,-0.5041097543289547,-0.4704031170681275,-1.2461083423758745,-0.40905430794617564,indie,"A calm, slow-paced indie song with a sad mood."
Tanir;Tyomcha;Mikis,Da Da Da (Remix by Mikis),Da Da Da - Remix by Mikis,54,183100,False,1.6434018943236084,1.2945494052171553,1.3118929888586692,-0.11777214157064422,0.2408667866847535,-0.5030678377084791,1.1526899375397672,1.6081700826043415,0.06258907487730202,indie,"A high-energy, slow-paced indie song with a happy mood."
Ashish Singh Rawat,"Pyaar Mein Tere (From ""Date with College Senior"")","Pyaar Mein Tere (From ""Date with College Senior"")",49,148085,False,0.7675335524228146,-0.8721986823049032,-1.134553520092556,0.2964814340250031,1.648297342908616,-0.46696434299346,3.280044912025843,0.6130297668679958,-0.9395405316566057,indie,"A calm, slow-paced indie song with a happy mood."
Dream Note,Na Kehna Tum,Na Kehna Tum,49,265195,False,0.26621417251907104,-1.1147154407248032,-0.8142328661653434,-0.5443209146154774,0.9295454135549768,-0.5041145030885494,-0.5969938698708791,-0.9799661649115032,-0.5694043851250751,indie,"A calm, slow-paced indie song with a sad mood."
Sanah Moidutty,Shyama Meghame (Reprised Version),Shyama Meghame - Reprised Version,50,200295,False,1.0441235551283288,-0.2837973667943259,-0.17398922516868026,-0.299362750050928,0.5175411695321793,-0.49645833966025704,-0.7913448181572613,-1.0301088939989935,-0.7412628410488715,indie,"A calm, slow-paced indie song with a sad mood."
Claire Rosinkranz,6 Of A Billion,Hotel,66,134781,False,1.6664510612157346,0.05811150573209097,0.35470886222576953,-0.08939860899559986,0.5085191787871546,-0.5041145030885494,1.81453370737988,1.8318837969946824,0.39292958128517363,indie,"A calm, slow-paced indie song with a happy mood."
Owl City;Carly Rae Jepsen,The Midsummer Station,Good Time,78,205933,False,-0.039187288801600065,0.916859371612393,0.793335406337148,0.5234696946253579,-0.8751534684748095,-0.5040919545565961,0.8270207809517754,0.8020292841977671,0.13017161208646563,indie,"A high-energy, slow-paced indie song with a happy mood."
When Chai Met Toast,When We Feel Young,When We Feel Young,50,266393,False,0.03572250359780935,0.23304162655955962,0.31772584445391255,-0.5443209146154774,-0.1440714851029696,-0.44370511232523024,-0.5071722153925782,-0.598109997245231,-1.1555978334847172,indie,"A calm, slow-paced indie song with a sad mood."
Karunya;Ranina Reddy,Orange,Ola Olaala Ala,49,334688,False,2.0121885645976274,-0.7330497225557799,0.1755599428040322,-0.29652539679342355,-0.7807232986768835,-0.5039271370637219,-0.40737037708335483,0.9948859345342679,-0.2387970177607997,indie,"A calm, slow-paced indie song with a happy mood."
When Chai Met Toast,When We Feel Young,When We Feel Young,50,266393,False,0.03572250359780935,0.23304162655955962,0.31772584445391255,-0.5443209146154774,-0.1440714851029696,-0.44370511232523024,-0.5071722153925782,-0.605824263258691,-1.155497760626066,indie,"A calm, slow-paced indie song with a sad mood."
Dream Note,Girgit Damroo And The Good Trip,Kahan Woh Din Gaye,48,240000,False,0.09334542082812478,-0.987493534668462,-1.616525751699982,-0.5121642443637605,0.8994721110715609,-0.47394211219392907,0.5328679943561699,-1.111108687140324,-0.4068527050558479,indie,"A calm, slow-paced indie song with a sad mood."
Sunwoojunga,Extraordinary Attorney Woo (Original Television Soundtrack) Pt. 2,Beyond My Dreams,63,185508,False,-0.2754412494458933,-1.1504966018031493,-0.014524815206157358,-0.5698570939330172,1.3445569878261157,-0.5041145030885494,-0.5281831287208357,-0.790966647581732,-1.4412057720754672,indie,"A calm, slow-paced indie song with a sad mood."
Sanah Moidutty,Vennila Chandana Kinnam (Recreated Version),Vennila Chandana Kinnam - Recreated Version,50,184500,False,1.1478448061428965,-1.488429789765305,-0.19784923663439427,-0.4592003168903444,1.7054366176271059,-0.5041020335565523,-0.5964685970376726,-0.6251099282923411,-0.07254264192147508,indie,"A calm, slow-paced indie song with a sad mood."
Cafuné,Tek It (I Watch the Moon),Tek It - Sped Up,83,166859,False,-1.2607931340842864,1.2269627676247241,0.638245331810006,0.37214418755845463,-0.9467300335165129,-0.5040832323450954,-0.6658046110209227,-0.37439628285488974,1.561680497473461,indie,"A high-energy, slow-paced indie song with a sad mood."
Zaeden;Hanita Bhambri,KTMBK,KTMBK,50,154434,False,1.9084673135830594,-0.8205147829695145,-0.11433919650439471,-0.3381399112368219,0.7220396264194074,-0.5041145030885494,-0.39161219208716164,1.39602776723419,-0.23729592488103046,indie,"A calm, slow-paced indie song with a happy mood."
Phantogram,Voices,Black Out Days,77,227160,False,-0.14290853981616783,0.6107316601643225,0.920389967392076,-0.4525798259561674,-0.9318115703535648,-0.44273597771405404,-0.674734249185432,-0.16611110049146857,-0.997849650630751,indie,"A high-energy, slow-paced indie song with a sad mood."
Abdullah Siddiqui;Atif Aslam,GO,GO,55,348230,False,0.36993542353363884,-0.21621072920189466,0.08866973438305659,-0.40245325174025576,0.012309687810792879,-0.5041145030885494,-0.7582526296652559,-0.3898248148818098,-1.3395984629248685,indie,"A calm, slow-paced indie song with a sad mood."
Arctic Monkeys,AM,R U Mine?,83,201726,False,-1.6065306374661787,0.463631331286678,0.5103954370395543,-0.44974247269866297,-0.9285035070803891,-0.5041145030885494,0.4698352543713972,0.5590299047737755,-0.8357316196156791,indie,"A calm, slow-paced indie song with a sad mood."
Cults,Static,Always Forever,81,223746,False,-2.263431893891774,0.4000203782585074,0.46307308096588795,-0.34192304891349445,-0.9415853936606751,0.4036415827131989,-0.081701220495363,-0.43996754396930016,1.3753448346647792,indie,"A calm, slow-paced indie song with a sad mood."
flora cash,You're Somebody Else,You're Somebody Else,75,218883,False,0.8424433448222247,-0.7529281453770833,-0.27420127332467964,-0.5216220885554419,1.5821360774451012,-0.4918387980136503,-0.5702049553773508,-0.9221091698105528,-0.639955750474227,indie,"A calm, slow-paced indie song with a sad mood."
Cigarettes After Sex,EP I.,Nothing's Gonna Hurt You Baby,72,286293,False,-0.3388264583992403,-1.2379616622168834,-1.1556298635539368,-0.5499956211304863,-0.16813012708970232,-0.006625402684744355,-0.5229304003887713,-1.4389649927123758,-0.8449383226115967,indie,"A calm, slow-paced indie song with a sad mood."
Anupam Roy,Pari,Meri Khamoshi Hai,49,318511,False,-0.18324458187738862,-1.4168674676086133,-1.1699458704333656,-0.5102726755254241,1.5670994262033928,-0.48563633650212235,-0.5019194870605138,-1.0339660270057236,-1.0045545321603866,indie,"A calm, slow-paced indie song with a sad mood."
Palash Sen;Euphoria,Phir Dhoom,Maaeri,48,332733,False,-1.0245391734399931,-0.22018641376615533,0.601262314038149,-0.3731339347460433,0.6679076819492589,-0.5041145030885494,-0.19200851546871517,-0.21239669657222887,-1.4731957292243263,indie,"A calm, slow-paced indie song with a sad mood."
Ritviz,Mimmi,Chandamama,51,166958,False,0.5428041752245851,-1.0630315413894147,0.13877575846105628,-0.22842891861331716,-0.8956033141635321,-0.5041145030885494,-0.629035512696472,-0.4823960070433304,-1.005288399790496,indie,"A calm, slow-paced indie song with a sad mood."
Akanksha Bhandari,Gumsum,Gumsum,48,175862,False,0.7560089689767515,-2.0052687831191904,-1.2192565607958414,-0.45636296363283996,2.036242944944681,-0.5016109053430108,-0.49141403039638504,-0.6366813273125312,-0.20577297440587783,indie,"A calm, slow-paced indie song with a sad mood."
Bharat Chauhan,Ghar - Single,Ghar,49,305000,False,-0.4828837514750289,-1.8581684542415462,-1.3785221373294834,-0.5008148313337427,1.8918910930242845,-0.32773200385447304,-0.49141403039638504,-1.4570935178440068,1.1288987414262301,indie,"A calm, slow-paced indie song with a sad mood."
Bhuvan Bam,Safar,Safar,48,211379,False,0.4333206324869858,0.34436079435885814,0.31156200815860297,-0.502706400172079,-0.21023275056648455,-0.49642603517321787,-0.5912158687056083,-0.24325376062606907,0.09457903202616097,indie,"A calm, slow-paced indie song with a sad mood."
Tribal Rain,Roka Yo Samay,Bhanai,52,229328,False,0.9231154289446662,-1.8422657159845035,-1.301573600352555,-0.4450135506028222,1.9550450282394576,-0.42335328549052914,-0.5975191427040856,-0.16225396748473855,0.5953102590976104,indie,"A calm, slow-paced indie song with a sad mood."
The Local Train,Aalas Ka Pedh,Kaisey Jiyun,48,239085,False,-1.0418260486090878,0.7260265125278812,0.6032506483269586,-0.5008148313337427,-0.9461114256844291,-0.5040935051719739,0.2912424910812083,-0.43225327795584007,1.3957263402100903,indie,"A high-energy, slow-paced indie song with a sad mood."
Ellie Goulding,Halcyon Days,Burn,71,231211,False,-0.044949580524631605,0.5391693380076306,0.6418243335298632,-0.3920496231294061,-0.014756284424281424,-0.5041145030885494,-0.5702049553773508,-0.5595386671779307,-1.1719097094448754,indie,"A calm, slow-paced indie song with a sad mood."
Zaeden;somanshu,Genesis 1:1,intezaar,50,152523,False,0.4102714655948596,-0.6058278164994391,0.40819505459474525,-0.5377004236813004,0.80323754312463,-0.5041145030885494,-0.6148531461998981,0.2851734612959441,-0.5081264380109418,indie,"A calm, slow-paced indie song with a sad mood."
Arijit Anand,Shor,Shor,48,226980,False,0.32383708974938646,-1.7746790783920723,-0.6370722810324158,-0.5291883639087871,1.6633339941503238,-0.5041089790212657,-0.6647540653545098,-1.2113941453153043,-1.7393561756171778,indie,"A calm, slow-paced indie song with a sad mood."
Midival Punditz;Karsh Kale;Raghu Dixit,Gully Boy,Train Song,49,238930,False,-0.9784408396557409,0.1694306735313895,-0.34896264258391724,-0.404344820578592,-0.8008724113407723,-0.4798861378091433,-0.5439413137170289,1.5271702894630108,-1.9714584924490441,indie,"A calm, slow-paced indie song with a happy mood."
Anupam Roy,Chotushkone,Boba Tunnel,49,247510,False,0.17977979667359792,-0.41499495741492726,-0.00438431033322881,-0.4923027715612295,-0.08993954063282115,-0.5041145030885494,-0.43888674707574116,-0.2972536227202892,0.3271483555317336,indie,"A calm, slow-paced indie song with a sad mood."
Dream Note,Tere Janey Ke Baad,Tere Janey Ke Baad,48,234000,False,0.2719764642421026,-1.4446972595584378,-1.2679707508716744,-0.49892326249540647,1.7505465713522301,-0.5041080744956286,-0.7424944446690627,-0.6096813962654211,-2.0714979934807727,indie,"A calm, slow-paced indie song with a sad mood."
Lumber,Chaar Din Ki Chandni,Kangna Tera Ni,47,214333,False,1.6088281439854193,1.1315463380824686,1.0384970241473612,0.5707589155837649,-0.6721586767117523,-0.5041145030885494,-0.807628275986661,1.5888844175706913,-0.4333386549788863,indie,"A high-energy, slow-paced indie song with a happy mood."
Anupam Roy,Piku,Teri Meri Baatein,49,328384,False,0.49670584144033275,-0.34740831982249604,0.020469868276890107,-0.5708028783521855,-0.47487781242054417,-0.5041105296366436,-0.2182721571290371,-0.07353990832994799,-0.739661675310451,indie,"A calm, slow-paced indie song with a sad mood."
Roshan Sebastian,Malarodu Malaringu,Malarodu Malaringu,50,63000,False,-0.5866050024895963,-1.5679434810505182,-0.7677058438072007,-0.3523266775243441,1.678370645392032,-0.5041145030885494,-0.49141403039638504,-0.6906811894067516,-0.6464604862865599,indie,"A calm, slow-paced indie song with a sad mood."
Valley,Last Birthday,Like 1999,69,144742,True,0.9576891792828556,-1.0312260648753293,0.06043538748196143,-0.3665134438118662,-0.5500610686290838,-0.5041145030885494,-0.27079944044968085,0.16560233808731337,-0.8046089605751312,indie,"A calm, slow-paced indie song with a sad mood."
Labrinth;Zendaya,All For Us (from the HBO Original Series Euphoria),All For Us - from the HBO Original Series Euphoria,76,192986,False,-1.2607931340842864,0.04220876747504833,0.22149046487553212,0.079896802035498,-0.897407712312537,-0.5032616646307143,0.6116589193371358,-1.165108549234544,-1.707633079424722,indie,"A calm, slow-paced indie song with a sad mood."
Hasan Raheem,Aarzu,Aarzu,52,168798,False,1.9833771059824694,-1.0272503803110686,0.30340983757448403,-0.10358537528312205,0.07546362302596625,-0.504106717707173,-0.6001455068701178,-0.8295379776490323,-0.23846344156529575,indie,"A calm, slow-paced indie song with a sad mood."
M83,"Hurry up, We're Dreaming",Midnight City,76,243960,False,-0.3445887501222718,0.3483364789231188,0.568653631701673,-0.4289352154769637,-0.8922952508903564,-0.5041099804603639,-0.7761119059942747,-0.779395248561542,-0.5715726303958527,indie,"A calm, slow-paced indie song with a sad mood."
Two Feet,Love Is a Bitch,Love Is a Bitch,76,181466,True,-0.20053145704648326,-1.8422657159845035,-0.2972659510748699,-0.28895912144007835,0.8994721110715609,-0.05185168453963567,-0.6043476895357692,-1.4312507266989156,0.9250503283535744,indie,"A calm, slow-paced indie song with a sad mood."
Shamoon Ismail,Juice,Rung,50,183942,False,1.291902099218685,-0.8642473131763818,-0.2978624513615128,-0.4714955143395303,-0.8219237230791632,-0.504109302066136,-0.3075685387741316,-0.5518244011644706,-0.505524543686009,indie,"A calm, slow-paced indie song with a sad mood."
Hasan Raheem;Abdullah Kasumbi,Joona,Joona,53,189357,False,0.9576891792828556,-0.05718334663146821,-0.0890873510365141,-0.11020586621729911,0.3882259688534912,-0.5041145030885494,-0.013415752178526093,1.6197414816245315,-0.43834229791144996,indie,"A calm, slow-paced indie song with a happy mood."
Zaeden,kya karoon?,kya karoon?,48,200275,False,0.9000662620525401,-0.31957852787267144,-0.012536480917347536,-0.46960394550119394,0.9836773580251253,-0.5040915345982645,0.07588062946656852,0.5474585057535855,0.7629656549580535,indie,"A calm, slow-paced indie song with a sad mood."
Roar,I Can't Handle Change,I Can't Handle Change,80,198213,False,-1.8427845981104716,-0.8085877292767325,-0.04355449582277606,-0.46203767014784886,-0.8126009993093043,-0.5013137040622501,-0.5386885853849644,-0.3242535537673994,2.120320552084451,indie,"A calm, slow-paced indie song with a sad mood."
The Yellow Diary,Rab Raakha,Rab Raakha,47,239956,False,-0.044949580524631605,0.5550720762646731,0.35053336021926934,-0.4781160052737073,0.9445820647966847,-0.32030197183545517,-0.5334358570529001,-0.3898248148818098,-0.07284286049742894,indie,"A calm, slow-paced indie song with a sad mood."
Halsey,hopeless fountain kingdom (Deluxe),Bad At Love,74,181279,False,0.6234762593470267,0.43580153933685334,0.9384838094202427,-0.5206763041362737,-0.7653859144103414,-0.5041145030885494,-0.6526727901907616,0.5320299737266653,-0.12554789938710248,indie,"A calm, slow-paced indie song with a sad mood."
Ritviz,Ved,Barso,49,257142,False,-0.17171999843132554,0.7459049353491845,0.2839241615441507,-0.49986904691457457,-0.8664322107546187,-0.48101679485551563,-0.4704031170681275,-1.6808072322343481,0.5970782129337829,indie,"A high-energy, slow-paced indie song with a sad mood."
Radiohead,Pablo Honey,Creep,85,238640,True,-0.2984904163380195,-0.8403932057908178,-0.3332548017023223,-0.4487966882794948,-0.9178575580012599,-0.503684853410928,-0.4441394754078056,-1.4273935936921858,-1.0108591222554173,indie,"A calm, slow-paced indie song with a sad mood."
Mohan Kannan;Amitabh Bhattacharya,Lootera,Shikayatein,48,270169,False,-1.9004075153407871,-0.8682229977406425,-0.12229253365963295,-0.5131100287829287,0.04238299029420877,-0.5034038043736868,-0.3443376370985823,-1.2345369433556845,-1.470994126333998,indie,"A calm, slow-paced indie song with a sad mood."
Prateek Kuhad,Raat Raazi,Yeh Pal,48,247688,False,1.0671727220204548,-1.7388979173137267,-1.5302320435656493,-0.44974247269866297,1.5610847657067097,-0.1746087352886266,-0.5491940420490933,-0.36282488383469963,-0.13845729815311747,indie,"A calm, slow-paced indie song with a sad mood."
Bhuvan Bam,Sang Hoon Tere,Sang Hoon Tere,47,274194,False,0.329599381472418,0.5073638614935453,0.5290857793543637,-0.34381461775183075,-0.4508191704338115,-0.5041145030885494,-0.32857945210238915,0.19260226913442352,-0.07167534381316412,indie,"A calm, slow-paced indie song with a sad mood."
Seedhe Maut;Sez on the Beat,Nayaab,Toh Kya,49,180129,True,1.6837379363848293,0.34436079435885814,0.3079830064387459,1.2233501648097846,-0.654716161271371,-0.5041145030885494,-0.5754576837094152,0.7171723580497065,0.9320887860787147,indie,"A calm, slow-paced indie song with a happy mood."
The Local Train,Vaaqif,Dilnawaz,47,207530,False,-0.4079739590756188,-0.2917487359228472,0.05785055290650908,-0.48568228062705243,-0.29443799752004896,-0.5040599085054532,-0.627984967030059,-0.9182520368038228,-1.1084635170599644,indie,"A calm, slow-paced indie song with a sad mood."
Ritviz,Mimmi,Taj,49,169508,False,0.594664800731869,0.17340635809565014,-0.15311171513618027,-0.20383852371494535,-0.11099085237121212,-0.5041030026911634,-0.5807104120414796,0.8290292152448768,1.260728053889515,indie,"A calm, slow-paced indie song with a happy mood."
Yohani;Manan Bhardwaj,"Shiddat (Female Version) [From ""Shiddat""]","Shiddat (Female Version) [From ""Shiddat""]",47,232063,False,-0.5981295859356593,-0.5422168634712684,0.1598521019224371,-0.18870597300825512,-0.023778275169306192,-0.5041145030885494,-0.6962704353468959,-0.24711089363279912,0.9264179907551418,indie,"A calm, slow-paced indie song with a sad mood."
Arunraja Kamaraj,Theri (Original Motion Picture Soundtrack),Dub Theri Step,48,119690,False,0.20282896356572408,0.3682149017444221,0.26662565323150794,-0.06953713619306892,-0.9409538543085232,-0.4896420928949841,0.5853952776768138,-1.3502509335575852,1.2703350483200373,indie,"A calm, slow-paced indie song with a sad mood."
Aditya A;Saiwariya,Right Wali Payal,Right Wali Payal,47,130658,False,1.0671727220204548,-1.0192990111825473,-0.7786416823956533,-0.3986701140635831,1.1129925587038136,-0.5041145030885494,-0.39161219208716164,1.2918851760524799,-0.6039295213597662,indie,"A calm, slow-paced indie song with a happy mood."
When Chai Met Toast,When We Feel Young,Kahaani,48,215173,False,0.16825521322753484,-1.1266424944175852,-0.9412874272202715,-0.5594534653221678,1.7595685620972545,-0.3416229332813326,-0.5544467703811576,-0.16996823349819862,-0.9078507930837006,indie,"A calm, slow-paced indie song with a sad mood."
Glass Animals;iann dior,Dreamland (+ Bonus Levels),Heat Waves (with iann dior),68,175301,False,0.5082304248863958,0.2966525795877302,0.6326779958013394,0.04774013178378108,0.4844605368004219,-0.5041145030885494,1.394315440814729,0.18103087011423347,-1.37882702351617,indie,"A calm, slow-paced indie song with a sad mood."
